date,content,cleaned_article_stemming,cleaned_article_lemmatization
2022-05-17,"Air Liquide annonce avoir signé avec CaetanoBus et Toyota Motor Europe un protocole d'accord afin de proposer des offres intégrées pour la mobilité hydrogène, pour 'contribuer à la décarbonation des transports'. Le fournisseur de gaz industriels précise que ce projet comprend le développement d'infrastructures et de flottes de véhicules visant à accélérer le déploiement de l'hydrogène, tant pour les véhicules légers que lourds. 'Dans un premier temps, le partenariat se concentrera sur les bus, les véhicules utilitaires légers et les voitures, avec pour objectif de favoriser la dynamique de développement du segment des poids lourds', indique-t-il.","['annonc', 'avoir', 'sign', 'caetanobus', 'toyot', 'motor', 'europ', 'protocol', 'afin', 'propos', 'offre', 'integr', 'mobil', 'hydrogen', 'décarbon', 'transport', 'le', 'fournisseur', 'gaz', 'industriel', 'précis', 'projet', 'comprend', 'développ', 'flott', 'véhicul', 'vis', 'accéler', 'déploi', 'tant', 'véhicul', 'léger', 'lourd', 'premi', 'temp', 'partenariat', 'concentr', 'bus', 'véhicul', 'utilitair', 'léger', 'voitur', 'object', 'favoris', 'dynam', 'développ', 'segment', 'poid', 'lourd']","['Air', 'Liquide', 'annonce', 'avoir', 'signé', 'CaetanoBus', 'Toyota', 'Motor', 'Europe', 'protocole', 'afin', 'proposer', 'offres', 'intégrées', 'mobilité', 'hydrogène', 'décarbonation', 'transport', 'Le', 'fournisseur', 'gaz', 'industriels', 'précise', 'projet', 'comprend', 'développement', 'flottes', 'véhicules', 'visant', 'accélérer', 'déploiement', 'tant', 'véhicules', 'légers', 'lourds', 'premier', 'temp', 'partenariat', 'concentrera', 'bus', 'véhicules', 'utilitaires', 'légers', 'voitures', 'objectif', 'favoriser', 'dynamique', 'développement', 'segment', 'poids', 'lourds']"
2022-05-09,"Air Liquide a annoncé lundi qu'il allait s'associer au groupe industriel belge Lhoist en vue de lancer un projet inédit de décarbonation de la production de chaux dans le nord de la France. Les deux partenaires indique avoir signé un protocole d'accord dans le but de décarboner l'usine de production de chaux de Lhoist située à Réty, dans la région des Hauts-de-France. Aux termes de l'accord, le site - localisé à mi-distance de Boulogne-sur-Mer et Calais - aura recours à la technologie de captage du CO2 'Cryocap' développée par Air Liquide. L'industrie de la chaux est considérée comme difficile à décarboner dans la mesure où sa production, qui consiste à décomposer du calcaire, génère intrinsèquement du CO2. Le projet vise à capter et purifier 95% du CO2 provenant de l'unité de production de Réty, ce qui devrait permettre à Lhoist de réduire les émissions de l'usine de plus de 600.000 tonnes par an à partir de 2028, soit l'équivalent des émissions annuelles d'environ 55.000 ménages français. Dans ce cadre, Air Liquide et Lhoist ont soumis une demande conjointe de financement auprès du programme européen de soutien du Fonds pour l'innovation destinés aux projets à grande échelle.","['a', 'annonc', 'lund', 'allait', 'group', 'industriel', 'belg', 'lhoist', 'vu', 'lanc', 'projet', 'ined', 'décarbon', 'product', 'chaux', 'nord', 'franc', 'le', 'deux', 'partenair', 'indiqu', 'avoir', 'sign', 'protocol', 'but', 'décarbon', 'product', 'chaux', 'lhoist', 'situ', 'réty', 'région', 'aux', 'term', 'sit', 'localis', 'cal', 'recour', 'technolog', 'captag', 'développ', 'chaux', 'consider', 'comm', 'difficil', 'décarbon', 'mesur', 'où', 'product', 'consist', 'décompos', 'calcair', 'géner', 'intrinsequ', 'le', 'projet', 'vis', 'capt', 'purifi', 'proven', 'product', 'réty', 'devr', 'permettr', 'lhoist', 'réduir', 'émiss', 'plus', 'ton', 'an', 'part', 'émiss', 'annuel', 'ménag', 'franc', 'dan', 'cadr', 'lhoist', 'soum', 'demand', 'conjoint', 'financ', 'aupres', 'programm', 'européen', 'soutien', 'fond', 'destin', 'projet', 'grand', 'échel']","['Air', 'Liquide', 'a', 'annoncé', 'lundi', 'allait', 'groupe', 'industriel', 'belge', 'Lhoist', 'vue', 'lancer', 'projet', 'inédit', 'décarbonation', 'production', 'chaux', 'nord', 'France', 'Les', 'deux', 'partenaires', 'indique', 'avoir', 'signé', 'protocole', 'but', 'décarboner', 'production', 'chaux', 'Lhoist', 'située', 'Réty', 'région', 'Aux', 'termes', 'site', 'localisé', 'Calais', 'recours', 'technologie', 'captage', 'développée', 'Air', 'Liquide', 'chaux', 'considérée', 'comme', 'difficile', 'décarboner', 'mesure', 'où', 'production', 'consiste', 'décomposer', 'calcaire', 'génère', 'intrinsèquement', 'Le', 'projet', 'vise', 'capter', 'purifier', 'provenant', 'production', 'Réty', 'devrait', 'permettre', 'Lhoist', 'réduire', 'émissions', 'plus', 'tonne', 'an', 'partir', 'émissions', 'annuelles', 'ménages', 'français', 'Dans', 'cadre', 'Air', 'Liquide', 'Lhoist', 'soumis', 'demande', 'conjointe', 'financement', 'auprès', 'programme', 'européen', 'soutien', 'Fonds', 'destinés', 'projets', 'grande', 'échelle']"
2022-05-02,"Air Liquide a annoncé lundi la signature d'une alliance stratégique avec Lotte Chemical en vue de déployer une chaîne d'approvisionnement dédiée à l'hydrogène en Corée du Sud. Les deux partenaires ont prévu de créer une co-entreprise, qui sera contrôlée à hauteur de 60% par le groupe français, en vue d'investir dans deux centres de conditionnement de l'hydrogène de grande taille basés à Daesan et Ulsa. Ce positionnement au cour des bassins industriels du pays permettra de desservir les zones densément peuplées de la métropole de Séoul et de la province de Gyeonggi dans le nord-ouest. Ils alimenteront aussi les régions métropolitaines d'Ulsan/Daegu/Busan et les provinces de Gyeongsang dans le sud-est. Air Liquide Korea et Lotte disent anticiper des synergies 'importantes' contribuant à l'émergence d'une économie hydrogène en Corée, où la demande en hydrogène destiné à la mobilité devrait atteindre 100 tonnes par jour d'ici à 2025, et plus de 1.000 tonnes par jour d'ici 2030.","['a', 'annonc', 'lund', 'signatur', 'allianc', 'strateg', 'lott', 'chemical', 'vu', 'déploi', 'chaîn', 'dédi', 'cor', 'sud', 'le', 'deux', 'partenair', 'prévu', 'cré', 'contrôl', 'hauteur', 'group', 'franc', 'vu', 'deux', 'centr', 'condition', 'grand', 'taill', 'bas', 'daesan', 'ulsa', 'ce', 'position', 'cour', 'bassin', 'industriel', 'pay', 'permettr', 'desserv', 'zon', 'dens', 'peupl', 'métropol', 'séoul', 'provinc', 'gyeongg', 'il', 'aliment', 'auss', 'région', 'métropolitain', 'provinc', 'gyeongsang', 'kor', 'lott', 'disent', 'anticip', 'synerg', 'contribu', 'économ', 'hydrogen', 'cor', 'où', 'demand', 'hydrogen', 'destin', 'mobil', 'devr', 'atteindr', 'ton', 'jour', 'plus', 'ton', 'jour']","['Air', 'Liquide', 'a', 'annoncé', 'lundi', 'signature', 'alliance', 'stratégique', 'Lotte', 'Chemical', 'vue', 'déployer', 'chaîne', 'dédiée', 'Corée', 'Sud', 'Les', 'deux', 'partenaires', 'prévu', 'créer', 'contrôlée', 'hauteur', 'groupe', 'français', 'vue', 'deux', 'centre', 'conditionnement', 'grande', 'taille', 'basés', 'Daesan', 'Ulsa', 'Ce', 'positionnement', 'cour', 'bassins', 'industriels', 'pay', 'permettra', 'desservir', 'zone', 'densément', 'peuplées', 'métropole', 'Séoul', 'province', 'Gyeonggi', 'Ils', 'alimenteront', 'aussi', 'régions', 'métropolitaines', 'province', 'Gyeongsang', 'Air', 'Liquide', 'Korea', 'Lotte', 'disent', 'anticiper', 'synergy', 'contribuant', 'économie', 'hydrogène', 'Corée', 'où', 'demande', 'hydrogène', 'destiné', 'mobilité', 'devrait', 'atteindre', 'tonne', 'jour', 'plus', 'tonne', 'jour']"
2022-04-28,"Bank of America a annoncé jeudi avoir ajouté le titre Air Liquide à sa liste 'Europe 1' de valeurs recommandées en raison du rôle potentiel que pourrait jouer le groupe dans la transition énergétique. A en croire BofA, cette thématique est susceptible de générer une accélération sur plusieurs années de la croissance de la société, un scénario que l'intermédiaire juge pour l'instant 'sous-estimé' par le marché. L'analyste estime, en outre, que les résultats de premier trimestre ont confirmé la solide maîtrise des prix ('pricing power') dont bénéficie le spécialiste des gaz industriel en vue de faire face à l'inflation, ainsi que sa croissance rapide dans le domaine des applications électroniques. BofA maintient une recommandation d'achat sur le titre, assortie d'un objectif de cours de 200 euros faisant apparaitre un potentiel proche de 25%.","['bank', 'of', 'americ', 'a', 'annonc', 'jeud', 'avoir', 'ajout', 'titr', 'list', 'valeur', 'recommand', 'raison', 'rôl', 'potentiel', 'pourr', 'jou', 'group', 'transit', 'énerget', 'a', 'croir', 'bof', 'cet', 'thémat', 'susceptibl', 'géner', 'accéler', 'plusieur', 'anné', 'croissanc', 'societ', 'scénario', 'jug', 'march', 'estim', 'outr', 'résultat', 'premi', 'trimestr', 'confirm', 'solid', 'maîtris', 'prix', 'pow', 'dont', 'bénéfic', 'spécial', 'gaz', 'industriel', 'vu', 'fair', 'fac', 'ains', 'croissanc', 'rapid', 'domain', 'appliqu', 'électron', 'bof', 'maintient', 'recommand', 'titr', 'assort', 'object', 'cour', 'euros', 'fais', 'apparaitr', 'potentiel', 'proch']","['Bank', 'of', 'America', 'a', 'annoncé', 'jeudi', 'avoir', 'ajouté', 'titre', 'Air', 'Liquide', 'liste', 'valeurs', 'recommandées', 'raison', 'rôle', 'potentiel', 'pourrait', 'jouer', 'groupe', 'transition', 'énergétique', 'A', 'croire', 'BofA', 'cette', 'thématique', 'susceptible', 'générer', 'accélération', 'plusieurs', 'années', 'croissance', 'société', 'scénario', 'juge', 'marché', 'estime', 'outre', 'résultats', 'premier', 'trimestre', 'confirmé', 'solide', 'maîtrise', 'prix', 'power', 'dont', 'bénéficie', 'spécialiste', 'gaz', 'industriel', 'vue', 'faire', 'face', 'ainsi', 'croissance', 'rapide', 'domaine', 'application', 'électroniques', 'BofA', 'maintient', 'recommandation', 'titre', 'assortie', 'objectif', 'cours', 'euro', 'faisant', 'apparaitre', 'potentiel', 'proche']"
2022-04-28,"Air Liquide a annoncé hier soir avoir conclu un contrat de long terme avec l'aciériste Ezz Steel portant sur la fourniture de gaz industriels pour une nouvelle usine située à l'est du Caire, en Egypte. Le groupe français explique qu'il prévoit d'investir environ 80 millions de dollars dans la construction d'une unité de séparation des gaz de l'air (ASU) destinée à répondre aux besoins d'Ezz, mais aussi à ceux d'autres clients présents sur ce bassin industriel. Le projet, d'une capacité de production d'oxygène de 770 tonnes par jour, doit s'accompagner d'une extension du réseau de canalisations d'Air Liquide afin de relier la future usine aux quatre unités de séparation des gaz de l'air que le groupe exploite déjà dans la région. En ligne avec l'objectif de neutralité carbone d'Air Liquide à horizon 2050, le projet doit intégrer une feuille de route prévoyant approvisionnement en énergie renouvelable pour réduire les émissions de CO2.","['a', 'annonc', 'hi', 'soir', 'avoir', 'conclu', 'contrat', 'long', 'term', 'ezz', 'steel', 'port', 'fournitur', 'gaz', 'industriel', 'nouvel', 'usin', 'situ', 'cair', 'egypt', 'le', 'group', 'franc', 'expliqu', 'prévoit', 'environ', 'million', 'dollar', 'construct', 'unit', 'sépar', 'gaz', 'asu', 'destin', 'répondr', 'besoin', 'auss', 'ceux', 'client', 'présent', 'bassin', 'industriel', 'le', 'projet', 'capac', 'product', 'ton', 'jour', 'doit', 'extens', 'réseau', 'canalis', 'afin', 'reli', 'futur', 'usin', 'quatr', 'unit', 'sépar', 'gaz', 'group', 'exploit', 'déjà', 'région', 'en', 'lign', 'neutral', 'carbon', 'horizon', 'projet', 'doit', 'integr', 'feuill', 'rout', 'prévoi', 'approvision', 'énerg', 'renouvel', 'réduir', 'émiss']","['Air', 'Liquide', 'a', 'annoncé', 'hier', 'soir', 'avoir', 'conclu', 'contrat', 'long', 'terme', 'Ezz', 'Steel', 'portant', 'fourniture', 'gaz', 'industriels', 'nouvelle', 'usine', 'située', 'Caire', 'Egypte', 'Le', 'groupe', 'français', 'explique', 'prévoit', 'environ', 'million', 'dollar', 'construction', 'unité', 'séparation', 'gaz', 'ASU', 'destinée', 'répondre', 'besoins', 'aussi', 'ceux', 'client', 'présents', 'bassin', 'industriel', 'Le', 'projet', 'capacité', 'production', 'tonne', 'jour', 'doit', 'extension', 'réseau', 'canalisation', 'Liquide', 'afin', 'relier', 'future', 'usine', 'quatre', 'unités', 'séparation', 'gaz', 'groupe', 'exploite', 'déjà', 'région', 'En', 'ligne', 'neutralité', 'carbone', 'Liquide', 'horizon', 'projet', 'doit', 'intégrer', 'feuille', 'route', 'prévoyant', 'approvisionnement', 'énergie', 'renouvelable', 'réduire', 'émissions']"
2022-04-27,"Le chiffre d'affaires du Groupe atteint 6 887 millions d'euros au 1er trimestre 2022, en croissance de + 7,9 % en données comparables (+ 29 % en publié). ' Cette performance s'établit dans un environnement difficile de prix de l'énergie exceptionnellement élevés, de forte inflation, de tension dans les chaînes d'approvisionnement et de conflit en Ukraine ' indique le groupe. Le chiffre d'affaires Gaz & Services atteint 6 590 millions d'euros, en hausse de + 7,1 % en données comparables. Les ventes publiées du 1er trimestre 2022 sont en croissance de + 29,1 %. Les décisions d'investissement du trimestre sont très élevées à 913 millions d'euros, avec plusieurs projets dans l'Électronique, notamment en Asie. ' En 2022, en l'absence de perturbation significative de l'économie, Air Liquide est confiant dans sa capacité à augmenter à nouveau sa marge opérationnelle et à réaliser une croissance du résultat net récurrent, à change constant ' rejoute le groupe.","['le', 'chiffr', 'group', 'atteint', 'million', 'trimestr', 'croissanc', 'don', 'compar', 'publi', 'cet', 'perform', 'environ', 'difficil', 'prix', 'exceptionnel', 'élev', 'fort', 'inflat', 'tension', 'chaîn', 'confl', 'ukrain', 'indiqu', 'group', 'le', 'chiffr', 'gaz', 'servic', 'atteint', 'million', 'hauss', 'don', 'compar', 'le', 'vent', 'publi', 'trimestr', 'croissanc', 'le', 'décis', 'trimestr', 'tres', 'élev', 'million', 'plusieur', 'projet', 'not', 'asi', 'en', 'perturb', 'signif', 'confi', 'capac', 'augment', 'nouveau', 'marg', 'opérationnel', 'réalis', 'croissanc', 'résultat', 'net', 'récurrent', 'chang', 'const', 'rejout', 'group']","['Le', 'chiffre', 'Groupe', 'atteint', 'million', 'trimestre', 'croissance', 'données', 'comparables', 'publié', 'Cette', 'performance', 'environnement', 'difficile', 'prix', 'exceptionnellement', 'élevés', 'forte', 'inflation', 'tension', 'chaînes', 'conflit', 'Ukraine', 'indique', 'groupe', 'Le', 'chiffre', 'Gaz', 'Services', 'atteint', 'million', 'hausse', 'données', 'comparables', 'Les', 'ventes', 'publiées', 'trimestre', 'croissance', 'Les', 'décisions', 'trimestre', 'très', 'élevées', 'million', 'plusieurs', 'projets', 'notamment', 'Asie', 'En', 'perturbation', 'significative', 'Air', 'Liquide', 'confiant', 'capacité', 'augmenter', 'nouveau', 'marge', 'opérationnelle', 'réaliser', 'croissance', 'résultat', 'net', 'récurrent', 'change', 'constant', 'rejoute', 'groupe']"
2022-04-26,"Air Liquide gagne un peu plus de 1% à Paris, aidé par une analyse de Credit Suisse qui a rehaussé aujourd'hui son objectif de cours sur le titre de 170 à 195 euros, tout en réitérant sa recommandation d'achat. Du point de vue du broker, le spécialiste des gaz industriels est en train de réussir à saisir l'opportunité que crée la transition énergétique afin de la transformer en croissance rentable. 'Sa part de marché élevée dans les hydrogénoducs (43% au niveau mondial, 85% dans l'UE) et un portefeuille de brevets deux à trois supérieur confère à Air Liquide un avantage sur le segment à forte croissance de la décarbonation, un élément que nous jugeons sous-estimé', explique-t-il dans une note. D'après Credit Suisse, la publication du chiffre d'affaires de premier trimestre, demain, pourrait confirmer cette dynamique favorable dans les énergies vertes compte tenu de la récente mise en place par Bruxelles du plan 'REPowerEU', destiné à réduire la dépendance de l'Europe au gaz russe. Son nouvel objectif de cours fait apparaître un potentiel haussier de l'ordre de 20%.","['gagn', 'peu', 'plus', 'paris', 'aid', 'analys', 'cred', 'suiss', 'a', 'rehauss', 'object', 'cour', 'titr', 'euros', 'tout', 'réiter', 'recommand', 'du', 'point', 'vu', 'brok', 'spécial', 'gaz', 'industriel', 'train', 'réuss', 'sais', 'cré', 'transit', 'énerget', 'afin', 'transform', 'croissanc', 'rentabl', 'part', 'march', 'élev', 'hydrogénoduc', 'niveau', 'mondial', 'portefeuill', 'brevet', 'deux', 'trois', 'supérieur', 'confer', 'avantag', 'segment', 'fort', 'croissanc', 'décarbon', 'élément', 'jugeon', 'not', 'cred', 'suiss', 'publiqu', 'chiffr', 'premi', 'trimestr', 'demain', 'pourr', 'confirm', 'cet', 'dynam', 'favor', 'énerg', 'vert', 'compt', 'tenu', 'récent', 'mis', 'plac', 'bruxel', 'plan', 'destin', 'réduir', 'dépend', 'gaz', 'russ', 'son', 'nouvel', 'object', 'cour', 'fait', 'apparaîtr', 'potentiel', 'haussi']","['Air', 'Liquide', 'gagne', 'peu', 'plus', 'Paris', 'aidé', 'analyse', 'Credit', 'Suisse', 'a', 'rehaussé', 'objectif', 'cours', 'titre', 'euro', 'tout', 'réitérant', 'recommandation', 'Du', 'point', 'vue', 'broker', 'spécialiste', 'gaz', 'industriels', 'train', 'réussir', 'saisir', 'crée', 'transition', 'énergétique', 'afin', 'transformer', 'croissance', 'rentable', 'part', 'marché', 'élevée', 'hydrogénoducs', 'niveau', 'mondial', 'portefeuille', 'brevet', 'deux', 'trois', 'supérieur', 'confère', 'Air', 'Liquide', 'avantage', 'segment', 'forte', 'croissance', 'décarbonation', 'élément', 'jugeons', 'note', 'Credit', 'Suisse', 'publication', 'chiffre', 'premier', 'trimestre', 'demain', 'pourrait', 'confirmer', 'cette', 'dynamique', 'favorable', 'énergies', 'vertes', 'compte', 'tenu', 'récente', 'mise', 'place', 'Bruxelles', 'plan', 'destiné', 'réduire', 'dépendance', 'gaz', 'russe', 'Son', 'nouvel', 'objectif', 'cours', 'fait', 'apparaître', 'potentiel', 'haussier']"
2022-04-26,"Credit Suisse a rehaussé mardi son objectif de cours sur Air Liquide, qu'il porte de 170 à 195 euros, tout en réitérant sa recommandation d'achat sur le titre. Du point de vue du broker, le spécialiste des gaz industriels est en train de réussir à saisir l'opportunité que crée la transition énergétique afin de la transformer en croissance rentable. 'Sa part de marché élevée dans les hydrogénoducs (43% au niveau mondial, 85% dans l'UE) et un portefeuille de brevets deux à trois supérieur confère à Air Liquide un avantage sur le segment à forte croissance de la décarbonation, un élément que nous jugeons sous-estimé', explique-t-il dans une note. D'après Credit Suisse, la publication du chiffre d'affaires de premier trimestre, demain, pourrait confirmer cette dynamique favorable dans les énergies vertes compte tenu de la récente mise en place par Bruxelles du plan 'REPowerEU', destiné à réduire l'indépendance de l'Europe au gaz russe. Son nouvel objectif de cours fait apparaître un potentiel haussier de l'ordre de 20%.","['cred', 'suiss', 'a', 'rehauss', 'mard', 'object', 'cour', 'port', 'euros', 'tout', 'réiter', 'recommand', 'titr', 'du', 'point', 'vu', 'brok', 'spécial', 'gaz', 'industriel', 'train', 'réuss', 'sais', 'cré', 'transit', 'énerget', 'afin', 'transform', 'croissanc', 'rentabl', 'part', 'march', 'élev', 'hydrogénoduc', 'niveau', 'mondial', 'portefeuill', 'brevet', 'deux', 'trois', 'supérieur', 'confer', 'avantag', 'segment', 'fort', 'croissanc', 'décarbon', 'élément', 'jugeon', 'not', 'cred', 'suiss', 'publiqu', 'chiffr', 'premi', 'trimestr', 'demain', 'pourr', 'confirm', 'cet', 'dynam', 'favor', 'énerg', 'vert', 'compt', 'tenu', 'récent', 'mis', 'plac', 'bruxel', 'plan', 'destin', 'réduir', 'gaz', 'russ', 'son', 'nouvel', 'object', 'cour', 'fait', 'apparaîtr', 'potentiel', 'haussi']","['Credit', 'Suisse', 'a', 'rehaussé', 'mardi', 'objectif', 'cours', 'Air', 'Liquide', 'porte', 'euro', 'tout', 'réitérant', 'recommandation', 'titre', 'Du', 'point', 'vue', 'broker', 'spécialiste', 'gaz', 'industriels', 'train', 'réussir', 'saisir', 'crée', 'transition', 'énergétique', 'afin', 'transformer', 'croissance', 'rentable', 'part', 'marché', 'élevée', 'hydrogénoducs', 'niveau', 'mondial', 'portefeuille', 'brevet', 'deux', 'trois', 'supérieur', 'confère', 'Air', 'Liquide', 'avantage', 'segment', 'forte', 'croissance', 'décarbonation', 'élément', 'jugeons', 'note', 'Credit', 'Suisse', 'publication', 'chiffre', 'premier', 'trimestre', 'demain', 'pourrait', 'confirmer', 'cette', 'dynamique', 'favorable', 'énergies', 'vertes', 'compte', 'tenu', 'récente', 'mise', 'place', 'Bruxelles', 'plan', 'destiné', 'réduire', 'gaz', 'russe', 'Son', 'nouvel', 'objectif', 'cours', 'fait', 'apparaître', 'potentiel', 'haussier']"
2022-04-22,"Berenberg a relevé vendredi son objectif de cours sur Air Liquide, qu'il porte de 152 à 160 euros, tout en maintenant une recommandation 'conserver' sur le titre. Dans une note diffusée dans la matinée, le bureau d'études dit s'attendre à une publication 'sans surprise' lors de la présentation du chiffre d'affaires de premier trimestre, prévue le 27 avril. L'analyste explique qu'il considère de façon 'constructive' un investissement dans le spécialiste des gaz industriels, mais rappelle que le cours de son action a signé un bon début d'année, affichant un gain de 5% depuis le 1er janvier contre un repli de 6% pour l'indice sectoriel STOXX Europe 600 Chemicals. Berenberg ajoute qu'un PER situé autour de 25x, comme c'est le cas pour le titre, constitue la norme pour une valeur de croissance affichant une hausse du bénéfice par action (BPA) de l'ordre de 10% an.","['berenberg', 'a', 'relev', 'vendred', 'object', 'cour', 'port', 'euros', 'tout', 'mainten', 'recommand', 'titr', 'dan', 'not', 'diffus', 'matin', 'bureau', 'dit', 'publiqu', 'surpris', 'lor', 'présent', 'chiffr', 'premi', 'trimestr', 'prévu', 'avril', 'expliqu', 'consider', 'façon', 'invest', 'spécial', 'gaz', 'industriel', 'rappel', 'cour', 'action', 'a', 'sign', 'bon', 'début', 'affich', 'gain', 'depuis', 'janvi', 'contr', 'repl', 'sectoriel', 'stoxx', 'europ', 'chemical', 'berenberg', 'ajout', 'per', 'situ', 'autour', 'comm', 'cas', 'titr', 'constitu', 'norm', 'valeur', 'croissanc', 'affich', 'hauss', 'bénéfic', 'action', 'bpa', 'an']","['Berenberg', 'a', 'relevé', 'vendredi', 'objectif', 'cours', 'Air', 'Liquide', 'porte', 'euro', 'tout', 'maintenant', 'recommandation', 'titre', 'Dans', 'note', 'diffusée', 'matinée', 'bureau', 'dit', 'publication', 'surprise', 'lors', 'présentation', 'chiffre', 'premier', 'trimestre', 'prévue', 'avril', 'explique', 'considère', 'façon', 'investissement', 'spécialiste', 'gaz', 'industriels', 'rappelle', 'cours', 'action', 'a', 'signé', 'bon', 'début', 'affichant', 'gain', 'depuis', 'janvier', 'contre', 'repli', 'sectoriel', 'STOXX', 'Europe', 'Chemicals', 'Berenberg', 'ajoute', 'PER', 'situé', 'autour', 'comme', 'ca', 'titre', 'constitue', 'norme', 'valeur', 'croissance', 'affichant', 'hausse', 'bénéfice', 'action', 'BPA', 'an']"
2022-04-12,Air Liquide annonce la vente de ses activités Industriel Marchand situées aux Emirats arabes unis et au Bahreïn au groupe Air Products. Cette transaction comprend la cession d'ALEMIR (Air Liquide Emirates for Industrial Gases) et les parts d'Air Liquide dans MECD (Middle East Carbon Dioxide). ' Cette cession est non significative sur l'ensemble du périmètre d'Air Liquide dans la zone Afrique Moyen Orient et Inde ' indique le groupe.,"['annonc', 'vent', 'activ', 'industriel', 'marchand', 'situ', 'emirat', 'arab', 'unis', 'bahreïn', 'group', 'product', 'cet', 'transact', 'comprend', 'cession', 'emirat', 'for', 'industrial', 'gas', 'part', 'mecd', 'middl', 'east', 'carbon', 'dioxid', 'cet', 'cession', 'non', 'signif', 'périmetr', 'zon', 'afriqu', 'moyen', 'orient', 'inde', 'indiqu', 'group']","['Air', 'Liquide', 'annonce', 'vente', 'activités', 'Industriel', 'Marchand', 'situées', 'Emirats', 'arabes', 'unis', 'Bahreïn', 'groupe', 'Air', 'Products', 'Cette', 'transaction', 'comprend', 'cession', 'Air', 'Liquide', 'Emirates', 'for', 'Industrial', 'Gases', 'part', 'Liquide', 'MECD', 'Middle', 'East', 'Carbon', 'Dioxide', 'Cette', 'cession', 'non', 'significative', 'périmètre', 'Liquide', 'zone', 'Afrique', 'Moyen', 'Orient', 'Inde', 'indique', 'groupe']"
2022-04-07,"Air Liquide publie son premier Rapport de Développement Durable. Celui-ci présente les réalisations du Groupes pour contribuer à une société bas carbone, à un environnement sûr, inclusif et collaboratif et détaille les mesures prises pour avoir un impact positif et durable sur le climat, la santé et l'humain. Depuis 2015, le Groupe a réduit son intensité carbone de 24%, et il est sur la bonne voie pour atteindre son objectif d'une baisse de 30% à l'horizon 2025 grâce à de nombreuses initiatives de décarbonation. Malgré la forte hausse de son activité, ses émissions de CO2 ont augmenté de moins de 1%. L'objectif est de commencer à réduire ses émissions en valeur absolue autour de 2025 pour atteindre la neutralité carbone d'ici 2050.","['publ', 'premi', 'rapport', 'développ', 'durabl', 'présent', 'réalis', 'group', 'contribu', 'societ', 'bas', 'carbon', 'environ', 'sûr', 'inclus', 'collabor', 'détaill', 'mesur', 'pris', 'avoir', 'impact', 'posit', 'durabl', 'climat', 'sant', 'depuis', 'group', 'a', 'réduit', 'intens', 'carbon', 'bon', 'voi', 'atteindr', 'object', 'baiss', 'grâc', 'nombreux', 'initi', 'décarbon', 'malgr', 'fort', 'hauss', 'activ', 'émiss', 'augment', 'moin', 'commenc', 'réduir', 'émiss', 'valeur', 'absolu', 'autour', 'atteindr', 'neutral', 'carbon']","['Air', 'Liquide', 'publie', 'premier', 'Rapport', 'Développement', 'Durable', 'présente', 'réalisations', 'Groupes', 'contribuer', 'société', 'ba', 'carbone', 'environnement', 'sûr', 'inclusif', 'collaboratif', 'détaille', 'mesures', 'prises', 'avoir', 'impact', 'positif', 'durable', 'climat', 'santé', 'Depuis', 'Groupe', 'a', 'réduit', 'intensité', 'carbone', 'bonne', 'voie', 'atteindre', 'objectif', 'baisse', 'grâce', 'nombreuses', 'initiative', 'décarbonation', 'Malgré', 'forte', 'hausse', 'activité', 'émissions', 'augmenté', 'moins', 'commencer', 'réduire', 'émissions', 'valeur', 'absolue', 'autour', 'atteindre', 'neutralité', 'carbone']"
