,title,date,content
10,"Air Liquide : nouveau record à 168,06E -Air Liquide",2023-09-18 19:45:00,"Air Liquide -qui figure toujours parmi les favorites des gérants de portefeuilles- a conclu le 3ème trimestre 2023 par un nouveau record de clôture à 168,06E (cette marque avait déjà été atteinte mais seulement en intraday le 31 août). L'entame du 4ème trimestre est moins glorieuse mais la tendance haussière moyen terme (point origine 115E le 29/098/2022) reste valide tant que les 164E (support oblique) ne seront pas enfoncés. Attention cependant au triple-top : c'est le 3ème plafonnement dans la zone des 167,5/168E depuis les 16 juin dernier (clôture à 167,94E)."
11,Air Liquide: investissement dans un électrolyseur,2023-09-14 09:22:00,"A l'occasion de la signature d'un protocole d'accord avec TotalEnergies pour sa raffinerie de Gonfreville, Air Liquide annonce un investissement de plus de 400 millions d'euros pour la construction de son électrolyseur Normand'Hy, d'une capacité de 200 MW. Cet électrolyseur livrera sur le long terme à la raffinerie de l'hydrogène renouvelable et bas carbone, correspondant à une capacité d'électrolyse de 100 MW, à partir du second semestre 2026. Les 100 MW restants seront destinés à d'autres clients. Afin d'alimenter l'électrolyseur, TotalEnergies produira de l'électricité renouvelable à hauteur de 100 MW. Pour le reste des besoins en électricité de l'électrolyseur, Air Liquide prévoit des contrats à long terme d'approvisionnement en énergie renouvelable."
12,Air Liquide: nouvelle directrice des ressources humaines,2023-09-08 07:43:00,"Air Liquide annonce la nomination d'Amelia Irion au poste de directrice des ressources humaines et membre du comité exécutif, à compter du 18 septembre, succédant à Armelle Levieux qui prendra de nouvelles responsabilités au sein du groupe de gaz industriels. Amelia Irion apporte plus de 25 ans d'expérience internationale dans le domaine des ressources humaines. De 2020 à 2023, elle a occupé le poste de directrice des ressources humaines de Colas, où elle était membre du comité exécutif et du comité stratégique."
13,"Air Liquide: se hisse à 165E, record absolu à portée de main",2023-08-24 13:01:00," Air Liquide se hisse à 165E, le record absolu des 167,9E (testé durant quelques minutes seulement le 16 juin) est à portée de main. Le niveau 168E correspond au passage d'une résistance long terme unissant les précédents sommets absolus."
14,Air Liquide: Berenberg passe à une recommandation d'achat,2023-08-24 12:31:00,"Berenberg a relevé jeudi sa recommandation sur le titre Air Liquide à 'acheter' contre 'conserver' jusqu'à présent, avec un objectif de cours rehaussé de 165 à 178 euros. Dans sa note de recherche, l'établissement allemand salue la discipline opérationnelle 'meilleure que prévu' dont fait preuve selon lui le groupe industriel. 'La raison pour laquelle nous avons affiché pendant un certain temps une opinion neutre sur Air Liquide tenait à nos inquiétudes concernant d'éventuels surinvestissements dans le segment très fragmenté de l'hydrogène et de l'ammoniac', souligne l'intermédiaire. Berenberg explique qu'il redoutait que cette stratégie ne conduise le groupe à s'émoigner de son modèle économique traditionnel basé sur les contrats d'achat fermes ('take-or-pay') si caractéristique du secteur. 'Les derniers trimestre ont, au contraire, apporté la preuve que la société prêtait attention à sa politique d'investissement, malgré un bilan renforcé qui pourrait l'encourager à multiplier les dépenses', conclut-il."
15,"Air Liquide: le titre monte, Berenberg passe à l'achat",2023-08-24 11:01:00,"Air Liquide enregistre la deuxième plus forte hausse de l'indice CAC 40 ce jeudi à la Bourse de Paris suite à un relèvement de recommandation de Berenberg, passé à l'achat sur le titre. Peu avant 10h30, le titre du spécialiste français des gaz industriels s'adjuge 1,6%, juste derrière Capgemini (+1,9%) qui profite de l'engouement pour les valeurs technologiques après les bons résultats publiés par Nvidia. Berenberg a relevé ce matin sa recommandation sur Air Liquide à 'acheter' contre 'conserver' jusqu'à présent, avec un objectif de cours rehaussé de 165 à 178 euros. Dans sa note de recherche, l'établissement allemand salue la discipline opérationnelle 'meilleure que prévu' dont fait preuve selon lui le groupe industriel. 'La raison pour laquelle nous avons affiché pendant un certain temps une opinion neutre sur Air Liquide tenait à nos inquiétudes concernant d'éventuels surinvestissements dans le segment très fragmenté de l'hydrogène et de l'ammoniac', souligne l'intermédiaire. Berenberg explique qu'il redoutait que cette stratégie ne conduise le groupe à s'émoigner de son modèle économique traditionnel basé sur les contrats d'achat fermes ('take-or-pay') si caractéristique du secteur. 'Les derniers trimestre ont, au contraire, apporté la preuve que la société prêtait attention à sa politique d'investissement, malgré un bilan renforcé qui pourrait l'encourager à multiplier les dépenses', souligne-t-il. En Bourse, l'action Air Liquide affiche dorénavant une hausse de plus de 24% depuis le début de l'année, ce qui en fait l'une des plus fortes progressions annuelles de l'indice CAC 40 aux côtés de STM, Hermès, Saint-Gobain, Stellantis et Safran."
16,Air Liquide: BPA accru de 32% au 1er semestre,2023-07-27 08:18:00,"Air Liquide publie un BPA en progression de 32% au titre du premier semestre 2023, à 3,30 euros, avec une marge opérationnelle (ROC sur chiffre d'affaires) de 17,7%, en forte amélioration de 80 points de base hors effet énergie. Le chiffre d'affaires du groupe de gaz industriels s'est établi à près de 14 milliards d'euros, en retrait publié de 1,6% sur des effets énergie (-4,7%) et de change (-2,1%) défavorables, mais en croissance comparable de 4,9%. 'En 2023, Air Liquide est confiant dans sa capacité à augmenter à nouveau sa marge opérationnelle et à réaliser une croissance du résultat net récurrent, à change constant', affirme son directeur général François Jackow."
17,Air Liquide: investissement dans deux sites en Asie,2023-07-21 09:15:00,"Air Liquide annonce investir près de 200 millions de dollars dans deux nouveaux centres de production de matériaux avancés à Taïwan et en Corée du Sud, à proximité de ses clients dans l'industrie des semi-conducteurs et en réponse à leurs besoins. 'Cela permettra d'accélérer, grâce à une collaboration étroite, les innovations, le développement de solutions et une production fiable et de grande qualité, à pleine capacité', explique le fournisseur français de gaz industriels. Ces installations, qui devraient être opérationnelles en 2024 et 2025 respectivement, seront modulaires et flexibles, et intégreront en outre des systèmes numériques de contrôle de la qualité, afin de répondre aux besoins des clients, en constante évolution."
18,Air Liquide: projet d'ammoniac bas carbone avec KBR,2023-07-19 09:43:00,"Air Liquide annonce qu'il va, à travers son activité ingénierie et construction, collaborer avec KBR pour proposer des solutions technologiques pour la production d'ammoniac bas carbone intégrant son procédé de reformage autothermique (ATR). Le groupe de gaz industriels explique que ces solutions contribueront au développement d'un marché global de l'hydrogène bas carbone dans la mesure où, transformé en ammoniac, l'hydrogène peut facilement être transporté sur de longues distances. 'Le marché global de l'ammoniac a atteint près de 78 milliards de dollars en 2022 et devrait dépasser 129 milliards d'ici 2030 ; il est attendu en croissance annuelle moyenne de 6,5% entre 2022 et 2030, selon Precedence Research', souligne-t-il par ailleurs."
19,Air Liquide: prêt vert de 67 ME pour un projet hydrogène,2023-07-18 18:27:00,"Air Liquide fait savoir que dans le cadre de sonprojetde construction de deux unités de production d'hydrogène bas carbone et des infrastructures associées dans le Parc industriel chimique de Shanghai (SCIP), sa filiale Shanghai Chemical Industry Park Industrial Gases Co., Ltd (SCIPIG), a signé un Prêt Vert bilatéral de 500 millions de renminbis (environ 67 millions d'euros) avec BNP Paribas en tant que seule banque prêteuse et conseil vert. CePrêt Vertest le premier accordé dans le monde pour financer une production d'hydrogène bas-carbonerespectant les principes communs auxtaxonomies vertes de la Chine et de l'Union Européenne. SCIPIG assurera un suivi régulier des bénéfices de ce projet sur le plan environnemental. Ces unités de production sont destinées à remplacer l'approvisionnement provenant d'une unité de gazéification de charbon appartenant à un tiers, elles permettront d'éviter l'émission de 350 000 tonnes de CO2par an, assure Air Liquide."
20,Air Liquide: Stifel confirme sa recommandation,2023-07-07 15:14:00,"Stifel maintient son conseil d'achat sur le titre Air Liquide avec un objectif de cours inchangé de 178 euros. L'analyste estime que Air Liquide devrait à nouveau être en mesure de prouver son modèle économique robuste avec 'une croissance comparable positive et un EBIT en hausse au 2e trimestre'. Stifel rappelle néanmoins que l'entreprise n'échappe pas au contexte économique et qu'après une croissance de 6,6% du segment Gaz au 1er trimestre, la croissance devrait se limiter à +2,5% au 2e trimestre sur ce même secteur. L'analyste indique d'ailleurs que le secteur des grandes industries est attendu en recul dans toutes les régions Grandes industries mais que la santé devrait continuer sur une bonne dynamique. Stifel souligne enfin que les vents contraires liés aux effets de change se sont intensifiés et pèseront quelque -4% au 2e trimestre."
21,Air Liquide: projet de transformation d'une activité,2023-07-06 07:36:00,"La Direction des activités Santé d'Air Liquide a présenté à ses partenaires sociaux un projet de transformation de son activité Santé à Domicile en France. ' Ainsi, en tant que partenaire clé du système de santé, Air Liquide entend contribuer de manière responsable à sa nécessaire transformation en définissant un nouveau modèle d'organisation pour ses activités Santé à Domicile en France ' indique le groupe. Le projet de transformation présenté aux partenaires sociaux consisterait ainsi à remodeler l'organisation opérationnelle de l'une des principales entités de santé à domicile du Groupe, Pharma Dom, à simplifier son portefeuille de marques, et à regrouper certaines de ses implantations. Il viserait, par ailleurs, à rassembler au sein d'une même entité certaines fonctions transverses. Actuellement soumis à la consultation des instances représentatives du personnel, ce projet impliquerait la suppression de 430 postes nets. ' Air Liquide Healthcare souhaite proposer des nouveaux modèles de prise en charge à domicile, permettant une meilleure organisation des parcours de soins et qualité de vie pour les patients et ce, au meilleur coût pour le système de santé. Cette transformation, indispensable, sera menée en concertation avec nos partenaires sociaux ' a déclaré Philippe Ogé, Directeur général Santé à Domicile France."
22,Air Liquide: cession de la participation dans Hydrogenics,2023-06-30 09:21:00,"Air Liquide a annoncé vendredi qu'il allait vendre sa participation minoritaire de 19% au sein d'Hydrogenics, un spécialiste de la production d'hydrogène et des piles à combustible, à l'américain Cummins, qui détient les 81% restants de la société. Dans un communiqué, le producteur français de gaz industriels explique que l'opération s'inscrit dans le cadre de la 'revue régulière' de son portefeuille d'actifs. Il se dit malgré tout 'plus que jamais engagé' dans le développement de l'hydrogène, notamment en ce qui concerne l'exploitation d'électrolyseurs de grande taille. Une fois détenu à 100% par Cummins, Hydrogenics restera l'un des fournisseurs d'Air Liquide pour des projets d'électrolyseurs, précise le groupe."
23,Air Liquide: de l'hydrogène pour Paris 2024,2023-06-26 10:37:00,"Air Liquide annonce avoir conclu un partenariat avec le Comité d'Organisation des Jeux Olympiques et Paralympiques de Paris 2024, reposant sur l'avitaillement en hydrogène des véhicules transportant les athlètes et les officiels. Plusieurs centaines de voitures à hydrogène Toyota Mirai seront ainsi avitaillées en hydrogène fourni par le groupe, de l'hydrogène qui sera d'origine renouvelable, c'est-à-dire produit à partir d'électrolyse de l'eau ou de biométhane avec garanties d'origine. Air Liquide initie, pilote et développe actuellement parmi les plus grands projets mondiaux pour décarboner l'industrie et les transports, grâce notamment à l'hydrogène. Il s'est ainsi engagé à développer d'ici 2030 une capacité installée de trois gigawatts d'électrolyse."
24,Air Liquide : soudaine envolée à la clôture et record absolu,2023-06-16 19:42:00,"Air Liquide a bénéficié d'une soudaine envolée de +4,7% à la clôture (partant de 164E, l'ex-zénith du 2 mai), ce qui a propulsé le cours vers un record absolu de 167,94E. Le titre pulvérise au passage une résistance oblique long terme issue des sommets de mi-février 2020 (127E) et de début juin 2022 (153E): il n'y a plus d'obstacle technique dans la mesure ou le doublement de valeur par rapport au plancher des 86,25E du 16 mars 2020 est dépassé."
25,Air Liquide: lance Hydrogen Airport avec ADP,2023-06-16 09:20:00,"Air Liquide et Groupe ADP annoncent la création de Hydrogen Airport, la première coentreprise d'ingénierie et de conseil spécialisée dans l'accompagnement des aéroports pour leurs projets d'intégration de l'hydrogène dans leurs infrastructures. Cette coentreprise s'inscrit dans le prolongement d'un travail d'études mené conjointement avec Airbus en 2021 et portant sur des études de faisabilité pour accompagner l'arrivée des avions à hydrogène dans une trentaine d'aéroports dans le monde. Ce partenariat traduit l'ambition commune des deux Groupes de préparer, dès aujourd'hui, le déploiement d'une aviation mondiale décarbonée. Dans le cadre de cette coentreprise, Air Liquide apporte son expertise dans le domaine de l'hydrogène, allant de la production d'hydrogène renouvelable ou bas carbone, la liquéfaction, le stockage jusqu'à la distribution de l'hydrogène pour les avions. Groupe ADP apporte son expertise en matière d'aménagements et d'opérations aéroportuaires."
26,Air Liquide: des évolutions au sein de son comité exécutif,2023-06-07 09:42:00,"A compter du 1erseptembre, sous la conduite de François Jackow, directeur général, le Comité exécutif d'Air Liquide s'établira comme suit : François Abrial, est nommé Secrétaire général du Groupe. Il supervisera le contrôle général et conformité, la direction juridique Groupe, les affaires publiques et internationales, ainsi que le Digital & IT. Ronnie Chalmers est nommé directeur du Pôle Asie Pacifique. Matthieu Giard, est nommé directeur du Pôle Amériques. Armelle Levieux est nommée directrice de l'Innovation. Elle supervisera également les Branches d'Activités Mondiales Hydrogène Energie et Électronique. Emilie Mouren-Renouard est nommée directrice du Pôle Europe Industries. Pascal Vinet est nommé directeur général adjoint. Il supervisera également la Branche d'Activité Mondiale Industriel. Enfin, la direction des Ressources Humaines du Groupe sera annoncée ultérieurement. 'Cette nouvelle organisation nous permettra de continuer notre trajectoire de performance et de croissance, et ainsi de préparer l'avenir en bénéficiant de toute l'expertise et l'expérience d'une équipe solide, engagée, aux compétences complémentaires ', commente François Jackow."
27,Air Liquide: en négociations avec Safran pour une cession,2023-06-01 09:43:00,"Air Liquide a annoncé jeudi être entré en négociations exclusives avec Safran en vue de la cession de ses activités aéronautiques d'oxygène et d'azote. Le fabricant de gaz industriels explique que cette décision s'inscrit dans le cadre de sa stratégie de revue régulière du portefeuille, qui consiste à se focaliser sur ses métiers et marchés 'clé'. Ses activités technologiques aéronautiques d'oxygène et d'azote se concentrent sur le secteur aéronautique, dans le domaine des gaz embarqués et équipements associés à bord des aéronefs. L'ensemble, qui représente 218 collaborateurs localisés sur le site du Campus Technologies Grenoble, produit des équipements respiratoires portables oxygène, ses solutions de concentration, de stockage et de distribution d'oxygène et d'azote embarquées, ainsi que celles concernant le support au sol, et l'activité optronique. Le périmètre ne concerne pas, en revanche, les activités cryogéniques liées à la marine. Du côté de Safran, on explique que la transaction viendrait renforcer l'activité de systèmes oxygène de la filiale Safran Aerosystems, qui conçoit des équipements destinés à assurer la sécurité des équipages et des passagers à bord des avions civils et militaires ainsi que des hélicoptères. Cette branche compte aujourd'hui près de 500 salariés répartis entre les Etats-Unis et la France. A en croire les deux parties, l'opération devrait être finalisée au début de l'année 2024."
28,Air Liquide: l'UE approuve une coentreprise avec ADP,2023-05-15 14:16:00,"La Commission européenne annonce avoir approuvé la création d'une entreprise commune entre Aéroports de Paris (ADP) et Air Liquide, toutes deux basées en France. L'entreprise commune offrira à des aéroports, au niveau mondial, des services de conseil visant au développement et à l'installation d'infrastructures de fourniture d'hydrogène pour des avions commerciaux. La Commission a conclu que la concentration envisagée ne soulèverait pas de problèmes de concurrence, en raison de son impact limité sur la structure du marché."
29,Air Liquide: noté A chez Scope Ratings -Air Liquide,2023-05-09 13:08:00,"Air Liquide annonce que Scope Ratings, la première agence de notation de crédit européenne, lui a attribué une note émetteur 'A', ainsi que la note 'A' pour sa dette senior non garantie, avec une perspective associée 'positive'. Scope, qui est régulée par l'Autorité européenne des marchés financiers (ESMA), devient ainsi la troisième agence de notation de crédit d'Air Liquide, également noté 'A' chez Standard & Poor's et 'A2' chez Moody's, avec des perspectives 'stables'. 'Air Liquide a établi un cadre de financement durable (Sustainable Financing Framework) afin d'aligner sa stratégie de financement sur ses objectifs de durabilité et de contribuer au développement de la finance durable', a souligné Scope dans son rapport."
30,Air Liquide: va décarboner une cimenterie d'Holcim,2023-05-02 09:33:00,"Air Liquide et Holcim ont signé un protocole d'accord concernant un projet de décarbonation de la nouvelle cimenterie de Holcim, en cours de développement, en Belgique. Celle-ci utilisera la technologie de captage du CO2 Cryocap d'Air Liquide. La nouvelle cimenterie permettra à Holcim de réduire ses émissions de CO2 de 1,1 million de tonnes par an. Ce partenariat s'inscrit dans le cadre du programme d'investissement de Holcim qui a pour ambition de permettre à l'entreprise d'atteindre la neutralité carbone en Belgique d'ici 2030. Air Liquide a l'intention de construire et d'exploiter une unité de sa technologie Cryocap Oxy pour capturer et purifier jusqu'à 95 % du CO2 généré par l'unité de production d'Holcim à Obourg. Pascal Vinet, directeur et membre du comité exécutif d'Air Liquide a déclaré : ' Cette collaboration illustre notre capacité à coopérer avec nos clients pour réduire de manière significative leur empreinte CO2 et faire de la décarbonation de l'industrie une réalité."
31,Air Liquide: croissance de 4% du CA trimestriel,2023-04-27 08:26:00,"Air Liquide dévoile un chiffre d'affaires de 7,17 milliards d'euros au titre du premier trimestre 2023, en croissance de 4,2% en données publiées et de 6,2% en comparable, avec un effet énergie (-2%) négatif pour la première fois depuis deux ans. Le groupe de gaz industriels précise qu'en comparable, l'activité gaz et services (96% du total) a augmenté de 6,7% et celle des marchés globaux et technologies, de 2,8%, alors que les ventes à des clients tiers de l'ingénierie et construction ont baissé de 18,6%. En 2023, Air Liquide poursuivra le déploiement de son plan stratégique ADVANCE et se dit confiant dans sa capacité à augmenter à nouveau sa marge opérationnelle et à réaliser une croissance du résultat net récurrent, à change constant."
32,Air Liquide: 380 millions de dollars d'obligations rachetées,2023-04-13 10:51:00,"Air Liquide a annoncé mercredi soir avoir consacré plus de 380 millions de dollars au rachat de deux séries d'obligations libellées en billets verts. Au moment de l'expiration de son offre, lundi soir, le groupe avait mis la main sur un montant principal maximal cumulé de 315 millions de dollars américains d'obligations portant intérêt au taux de 2,50% et arrivant à échéance en 2026. Le producteur de gaz industriels a par ailleurs racheté l'équivalent d'un montant principal maximal cumulé de 67,7 millions de dollars d'obligations portant intérêt au taux de 3,50% et arrivant à échéance en 2046. Air Liquide précise avoir racheté les obligations valablement apportées dans le cadre des offres de Rachat dans leur intégralité, sans aucun prorata."
33,Air Liquide: bien orienté après des analyses positives,2023-04-06 16:44:00,"Le titre progresse de près de 2% profitant de plusieurs analyses positives. Stifel réitère sa recommandation 'achat' sur Air Liquide avec un objectif de cours relevé de 160 à 178 euros, dans le sillage d'estimations de résultats rehaussées pour le fournisseur français de gaz pour l'industrie et la santé. Le broker attend une croissance comparable dans l'activité de gaz probablement de l'ordre de 4% au premier trimestre. 'Elle pourrait ne se montrer que stable en Europe, mais grâce à de fortes hausses de prix, très solide dans les Amériques', précise-t-il. Stifel relève ses hypothèses de croissance comparable à moyen terme, et anticipe une expansion des marges en cours fondée sur le pouvoir de tarification dans la branche industriel marchand et sur des mesures de coûts. UBS réitère de son côté son conseil à l'achat sur le titre avec un objectif de 167 E. ' Pour le 1er trimestre 2023 : tous les regards se tournent vers les prix ' indique le bureau d'analyses. ' Pour les prévisions du 1er trimestre 2023, nous prévoyons une augmentation des prix de +13% par rapport à l'année précédente, ce qui est bien supérieur à la prévision de +9% de Visible Alpha. Nous sommes en avance de 7% sur les prévisions d'EBIT pour l'année fiscale 2023 ' rajoute UBS."
34,Air Liquide: Stifel relève son objectif de cours,2023-04-06 16:00:00,"Stifel réitère sa recommandation 'achat' sur Air Liquide avec un objectif de cours relevé de 160 à 178 euros, dans le sillage d'estimations de résultats rehaussées pour le fournisseur français de gaz pour l'industrie et la santé. Le broker attend une croissance comparable dans l'activité de gaz probablement de l'ordre de 4% au premier trimestre. 'Elle pourrait ne se montrer que stable en Europe, mais grâce à de fortes hausses de prix, très solide dans les Amériques', précise-t-il. Stifel relève ses hypothèses de croissance comparable à moyen terme, et anticipe une expansion des marges en cours fondée sur le pouvoir de tarification dans la branche industriel marchand et sur des mesures de coûts."
35,Air Liquide: UBS maintient son objectif à 167 E,2023-04-06 11:00:00,"UBS réitère son conseil à l'achat sur le titre avec un objectif de 167 E. ' Pour le 1er trimestre 2023 : tous les regards se tournent vers les prix ' indique le bureau d'analyses. ' Pour les prévisions du 1er trimestre 2023, nous prévoyons une augmentation des prix de +13% par rapport à l'année précédente, ce qui est bien supérieur à la prévision de +9% de Visible Alpha. Nous sommes en avance de 7% sur les prévisions d'EBIT pour l'année fiscale 2023 ' rajoute UBS. En 2023, Air Liquide s'est dit 'confiant dans sa capacité à augmenter à nouveau sa marge opérationnelle et à réaliser une croissance du résultat net récurrent, à change constant'."
36,Air Liquide: projet pilote dans l'hydrogène à Anvers,2023-03-23 09:15:00,"Air Liquide annonce la construction d'une unité pilote de craquage d'ammoniac de taille industrielle dans le port d'Anvers, en Belgique, unité qui contribuera au développement de l'hydrogène en tant qu'élément clef de la transition énergétique. Le fournisseur français de gaz industriels explique que l'hydrogène transformé en ammoniac, grâce à cette technologie innovante de craquage avec une faible empreinte carbone, peut être facilement transporté sur de longues distances. Cette unité pilote devrait être opérationnelle en 2024. Le gouvernement flamand a confirmé un soutien financier au projet. Air Liquide s'est engagé à investir globalement environ huit milliards d'euros dans l'hydrogène bas carbone d'ici 2035."
